"type","typeCount"
"http://dbpedia.org/ontology/Settlement",544701
"http://dbpedia.org/ontology/PersonFunction",536248
"http://linkedgeodata.org/ontology/Bench",536001
"http://dbpedia.org/ontology/Athlete",519687
"http://www.wikidata.org/entity/Q486972",519295
"http://linkedgeodata.org/ontology/Restaurant",519059
"http://dbpedia.org/class/yago/District108552138",497592
"http://dbpedia.org/class/yago/AdministrativeDistrict108491826",468228
"http://id.nlm.nih.gov/mesh/vocab#Concept",458034
"http://dbpedia.org/class/yago/GeographicalArea108574314",455794
"http://dbpedia.org/ontology/SportsTeamMember",422867
"http://dbpedia.org/ontology/OrganisationMember",422823
"http://dbpedia.org/class/yago/Group100031264",421838
"http://dbpedia.org/class/yago/PsychologicalFeature100023100",407890
"http://dbpedia.org/class/yago/SocialGroup107950920",373140
"http://dbpedia.org/ontology/Organisation",340655
"http://schema.org/Organization",339927
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson",339927
"http://www.wikidata.org/entity/Q43229",339927
"http://dbpedia.org/class/yago/Event100029378",336611
"http://dbpedia.org/class/yago/Organization108008335",333269
"http://dbpedia.org/class/yago/Contestant109613191",329884
"http://dbpedia.org/ontology/Tenure",308048
"http://dbpedia.org/class/yago/Tract108673395",297711
"http://linkedgeodata.org/ontology/SurveyPoint",289865
"http://dbpedia.org/class/yago/Athlete109820263",274439
"http://dbpedia.org/class/yago/Site108651247",273147
"http://linkedgeodata.org/ontology/FuelStation",270267
"http://dbpedia.org/class/yago/Instrumentality103575240",266889
"http://dbpedia.org/ontology/SoccerPlayer",261725
"http://dbpedia.org/ontology/ArchitecturalStructure",259181
"http://dbpedia.org/class/yago/Player110439851",249471
"http://dbpedia.org/class/yago/Leader109623038",248122
"http://id.nlm.nih.gov/mesh/vocab#SCR_Chemical",247224
"http://www.wikidata.org/entity/Q2188189",240551
"http://dbpedia.org/ontology/MusicalWork",240551
"http://dbpedia.org/ontology/Village",224490
"http://dbpedia.org/class/yago/Creator109614315",220621
"http://www.wikidata.org/entity/Q532",218554
"http://linkedgeodata.org/ontology/Convenience",210559
"http://linkedgeodata.org/ontology/Pier",207912
"http://dbpedia.org/class/yago/Intellectual109621545",197176
"http://dbpedia.org/class/yago/Scholar110557854",192128
"http://linkedgeodata.org/ontology/Cafe",191787
"http://linkedgeodata.org/ontology/FastFood",191019
"http://linkedgeodata.org/ontology/Bank",190825
"http://dbpedia.org/class/yago/Communicator109610660",189783
"http://linkedgeodata.org/ontology/PostBox",189067
"http://dbpedia.org/class/yago/Medium106254669",186057
"http://www.wikidata.org/entity/Q82955",182510
"http://dbpedia.org/ontology/Politician",182510
"http://linkedgeodata.org/ontology/IsolatedDwelling",180274
"http://dbpedia.org/ontology/Album",179635
"http://linkedgeodata.org/ontology/Supermarket",178022
"http://dbpedia.org/class/yago/Worker109632518",176997
"http://dbpedia.org/class/yago/Artist109812338",176040
"http://dbpedia.org/class/yago/SocialEvent107288639",175404
"http://dbpedia.org/class/yago/Communication100033020",171596
"http://linkedgeodata.org/ontology/NaturalThing",171277
"http://linkedgeodata.org/ontology/Tower",169460
"http://www.wikidata.org/entity/Q937857",167040
"http://dbpedia.org/class/yago/Alumnus109786338",162136
"http://dbpedia.org/ontology/Species",160535
"http://linkedgeodata.org/ontology/GraveYard",160081
"http://dbpedia.org/class/yago/Act100030358",159783
"http://www.wikidata.org/entity/Q482994",157137
"http://schema.org/MusicAlbum",157137
"http://dbpedia.org/class/yago/Creation103129123",154294
"http://dbpedia.org/class/yago/Institution108053576",153363
"http://dbpedia.org/class/yago/SkilledWorker110605985",151864
"http://dbpedia.org/ontology/Eukaryote",151237
"http://www.wikidata.org/entity/Q19088",151236
"http://linkedgeodata.org/ontology/RecyclingFacility",151029
"http://linkedgeodata.org/ontology/Kindergarten",151026
"http://dbpedia.org/class/yago/Structure104341686",150248
"http://linkedgeodata.org/ontology/Landuse",149841
"http://dbpedia.org/class/yago/Adult109605289",149071
"http://linkedgeodata.org/ontology/Island",148288
"http://dbpedia.org/class/yago/FootballPlayer110101634",148240
"http://linkedgeodata.org/ontology/Pharmacy",147640
"http://dbpedia.org/class/yago/Product104007894",146797
"http://dbpedia.org/class/yago/Entertainer109616922",145681
"http://dbpedia.org/ontology/Film",144927
"http://dbpedia.org/class/yago/Performer110415638",144036
"http://www.wikidata.org/entity/Q11424",142135
"http://schema.org/Movie",142135
"http://linkedgeodata.org/ontology/BicycleParking",135680
"http://dbpedia.org/class/yago/Writer110794014",135444
"http://dbpedia.org/class/yago/UrbanArea108675967",134836
"http://dbpedia.org/class/yago/Municipality108626283",134734
"http://linkedgeodata.org/ontology/WasteBasket",133195
"http://dbpedia.org/ontology/Animal",132640
"http://www.wikidata.org/entity/Q729",132388
"http://linkedgeodata.org/ontology/Hospital",124923
"http://linkedgeodata.org/ontology/Coastline",124710
"http://dbpedia.org/ontology/Building",124184
"http://linkedgeodata.org/ontology/Cutline",124080
"http://www.wikidata.org/entity/Q41176",123650
"http://linkedgeodata.org/ontology/StorageTank",123479
"http://linkedgeodata.org/ontology/Toilets",122383
"http://dbpedia.org/ontology/Insect",122262
"http://dbpedia.org/ontology/Infrastructure",121663
"http://dbpedia.org/class/yago/Village108672738",121358
"http://dbpedia.org/class/yago/Settlement108672562",121358
"http://dbpedia.org/ontology/Event",120702
"http://schema.org/Event",120686
"http://www.wikidata.org/entity/Q1656682",120686
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Event",120686
"http://linkedgeodata.org/ontology/Shelter",120672
"http://linkedgeodata.org/ontology/PostOffice",120158
"http://linkedgeodata.org/ontology/Pub",116455
"http://dbpedia.org/class/yago/Album106591815",115198
"http://dbpedia.org/class/yago/Animal100015388",114425
"http://linkedgeodata.org/ontology/PublicBuilding",112094
"http://dbpedia.org/ontology/Company",108727
"http://dbpedia.org/class/yago/Facility103315023",108658
"http://dbpedia.org/class/yago/Show106619065",108426
"http://dbpedia.org/ontology/MusicalArtist",108316
"http://dbpedia.org/ontology/PoliticalFunction",105940
"http://linkedgeodata.org/ontology/BuildingChurch",104803
"http://dbpedia.org/ontology/Artist",103476
"http://linkedgeodata.org/ontology/DrinkingWater",103264
"http://dbpedia.org/class/yago/Building102913152",103030
"http://www.wikidata.org/entity/Q483501",102375
"http://dbpedia.org/class/yago/Cognition100023271",101635
"http://schema.org/MusicGroup",101265
"http://linkedgeodata.org/ontology/Clothes",100291
"http://dbpedia.org/ontology/SocietalEvent",98605
"http://www.wikidata.org/entity/Q1390",97783
"http://dbpedia.org/class/yago/Musician110339966",95691
"http://dbpedia.org/class/yago/Movie106613686",94996
"http://linkedgeodata.org/ontology/Telephone",92781
"http://dbpedia.org/class/yago/Professional110480253",92621
"http://dbpedia.org/class/yago/Activity100407535",91359
"http://linkedgeodata.org/ontology/Suburb",90126
"http://linkedgeodata.org/ontology/Atm",89292
"http://dbpedia.org/ontology/SportsSeason",88145
"http://dbpedia.org/class/yago/Company108058098",86548
"http://linkedgeodata.org/ontology/HairdresserShop",86208
"http://www.wikidata.org/entity/Q4830453",85726
"http://linkedgeodata.org/ontology/Bar",85665
"http://linkedgeodata.org/ontology/ResidentialLanduse",85518
"http://linkedgeodata.org/ontology/Bakery",85369
"http://dbpedia.org/class/yago/Politician110450303",84635
"http://dbpedia.org/class/yago/Measure100033615",84402
"http://www.wikidata.org/entity/Q234460",83280
"http://dbpedia.org/ontology/WrittenWork",83280
"http://linkedgeodata.org/ontology/Town",82043
"http://linkedgeodata.org/ontology/IndustrialProductionBuilding",81453
"http://linkedgeodata.org/ontology/Police",78389
"http://linkedgeodata.org/ontology/FireStation",78107
"http://dbpedia.org/ontology/NaturalPlace",77821
"http://dbpedia.org/ontology/Song",75813
"http://schema.org/MusicRecording",75802
"http://dbpedia.org/class/yago/Actor109765278",75631
"http://id.nlm.nih.gov/mesh/vocab#TreeNumber",75332
"http://dbpedia.org/ontology/Town",75229
"http://www.wikidata.org/entity/Q3957",75138
"http://dbpedia.org/ontology/SoccerClub",73944
"http://dbpedia.org/class/yago/City108524735",73919
"http://dbpedia.org/class/yago/Official110372373",73560
"http://dbpedia.org/class/yago/Traveler109629752",73505
"http://schema.org/Product",73486
"http://linkedgeodata.org/ontology/Townhall",72777
"http://dbpedia.org/class/yago/Relation100031921",72707
"http://linkedgeodata.org/ontology/ParkingSpace",71853
"http://dbpedia.org/class/yago/Head110162991",71249
"http://dbpedia.org/class/yago/WrittenCommunication106349220",71085
"http://dbpedia.org/class/yago/Thing100002452",70488
"http://dbpedia.org/class/yago/Station104306080",70338
"http://dbpedia.org/ontology/MeanOfTransportation",70264
"http://linkedgeodata.org/ontology/HuntingStand",70178
"http://dbpedia.org/class/yago/Content105809192",69620
"http://dbpedia.org/class/yago/Musician110340312",69147
"http://dbpedia.org/ontology/SportsTeamSeason",69104
"http://dbpedia.org/class/yago/FundamentalQuantity113575869",68863
"http://dbpedia.org/class/yago/TimePeriod115113229",68784
"http://dbpedia.org/class/yago/Unit108189659",66426
"http://linkedgeodata.org/ontology/Pipeline",66307
"http://dbpedia.org/class/yago/Contest107456188",66153
"http://id.nlm.nih.gov/mesh/vocab#SCR_Organism",65990
"http://dbpedia.org/class/yago/Scientist110560637",65528
"http://dbpedia.org/class/yago/Serviceman110582746",64781
"http://linkedgeodata.org/ontology/VendingMachine",64706
"http://schema.org/EducationalOrganization",64474
"http://www.wikidata.org/entity/Q2385804",64474
"http://dbpedia.org/ontology/EducationalInstitution",64474
"http://linkedgeodata.org/ontology/Islet",64295
"http://dbpedia.org/class/yago/Area108497294",64199
"http://dbpedia.org/ontology/OfficeHolder",63827
"http://dbpedia.org/class/yago/Administrator109770949",63691
"http://dbpedia.org/class/yago/Part113809207",63223
"http://dbpedia.org/class/yago/EducationalInstitution108276342",61531
"http://linkedgeodata.org/ontology/HighwayThing",61418
"http://linkedgeodata.org/ontology/CarRepairShop",60159
"http://dbpedia.org/class/yago/Writing106362953",58290
"http://dbpedia.org/class/yago/Idea105833840",58227
"http://linkedgeodata.org/ontology/Fountain",57952
"http://dbpedia.org/ontology/Band",56945
"http://dbpedia.org/ontology/TelevisionShow",56756
"http://dbpedia.org/class/yago/MilitaryOfficer110317007",55365
"http://dbpedia.org/class/yago/BodyOfWater109225146",54924
"http://dbpedia.org/ontology/Station",54057
"http://linkedgeodata.org/ontology/Library",53443
"http://dbpedia.org/class/yago/Concept105835747",53265
"http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",53007
"http://dbpedia.org/ontology/AdministrativeRegion",52911
"http://www.wikidata.org/entity/Q719456",52817
"http://www.wikidata.org/entity/Q15416",51783
"http://dbpedia.org/class/yago/Female109619168",51728
"http://dbpedia.org/class/yago/Woman110787470",51506
"http://dbpedia.org/class/yago/Season115239579",51099
"http://linkedgeodata.org/ontology/WaterTower",50697
"http://dbpedia.org/class/yago/Commune108541609",50362
"http://dbpedia.org/class/yago/Association108049401",50053
"http://dbpedia.org/class/yago/Work104599396",50040
"http://dbpedia.org/class/yago/Publication106589574",49855
"http://linkedgeodata.org/ontology/Doctors",49826
"http://linkedgeodata.org/ontology/BarrierThing",49393
"http://www.wikidata.org/entity/Q3455524",49236
"http://dbpedia.org/ontology/Region",49236
"http://schema.org/AdministrativeArea",49236
"http://dbpedia.org/ontology/Writer",49158
"http://linkedgeodata.org/ontology/WaterwayThing",49047
"http://schema.org/LandmarksOrHistoricalBuildings",49046
"http://schema.org/SportsEvent",48347
"http://dbpedia.org/ontology/SportsEvent",48347
"http://dbpedia.org/ontology/Scientist",47918
"http://dbpedia.org/ontology/Book",47005
"http://linkedgeodata.org/ontology/SwimmingPool",46962
"http://schema.org/BodyOfWater",46278
"http://dbpedia.org/ontology/BodyOfWater",46278
"http://purl.org/ontology/bibo/Book",45629
"http://www.wikidata.org/entity/Q571",45629
"http://schema.org/Book",45629
"http://dbpedia.org/class/yago/School108276720",45543
"http://dbpedia.org/class/yago/Politician110451263",44556
"http://dbpedia.org/ontology/MilitaryPerson",44491
"http://dbpedia.org/class/yago/GeologicalFormation109287968",44310
"http://linkedgeodata.org/ontology/CarShop",43729
"http://linkedgeodata.org/ontology/TourismThing",42943
"http://dbpedia.org/class/yago/Singer110599806",42839
"http://dbpedia.org/class/yago/WikicatAmericanPeople",42773
"http://linkedgeodata.org/ontology/Kiosk",42639
"http://dbpedia.org/class/yago/GroupAction101080366",42294
"http://dbpedia.org/class/yago/Educator110045713",42117
"http://dbpedia.org/class/yago/Negotiator110351874",41771
"http://linkedgeodata.org/ontology/WaterWell",41617
"http://dbpedia.org/class/yago/Owner110389398",41602
"http://dbpedia.org/class/yago/Holder110180178",41602
"http://dbpedia.org/class/yago/Representative110522035",41553
"http://www.wikidata.org/entity/Q901",41364
"http://dbpedia.org/class/yago/Town108665504",40920
"http://dbpedia.org/class/yago/Officeholder110371450",40853
"http://dbpedia.org/ontology/School",40736
"http://www.wikidata.org/entity/Q36180",40607
"http://linkedgeodata.org/ontology/Silo",40537
"http://dbpedia.org/ontology/RouteOfTransportation",40151
"http://dbpedia.org/ontology/River",40072
"http://dbpedia.org/class/yago/Diversion100426928",40016
"http://dbpedia.org/class/yago/Matter100020827",39586
"http://linkedgeodata.org/ontology/SocialFacility",39370
"http://linkedgeodata.org/ontology/University",38651
"http://dbpedia.org/ontology/Software",38606
"http://dbpedia.org/class/yago/Peer109626238",38340
"http://dbpedia.org/ontology/Ship",38102
"http://dbpedia.org/class/yago/Medalist110305062",38083
"http://dbpedia.org/class/yago/Winner110782940",38083
"http://dbpedia.org/class/yago/AuditoryCommunication107109019",37830
"http://www.wikidata.org/entity/Q11446",37827
"http://www.wikidata.org/entity/Q3914",37582
"http://schema.org/School",37582
"http://www.wikidata.org/entity/Q7397",37421
"http://dbpedia.org/class/yago/Device103183080",37396
"http://dbpedia.org/ontology/Single",37238
"http://dbpedia.org/ontology/HistoricPlace",37086
"http://linkedgeodata.org/ontology/CarWash",36868
"http://dbpedia.org/class/yago/Associate109816771",36785
"http://dbpedia.org/class/yago/WikicatWomen",36528
"http://dbpedia.org/ontology/Group",36232
"http://www.wikidata.org/entity/Q215380",36123
"http://dbpedia.org/class/yago/Attribute100024264",36069
"http://dbpedia.org/class/yago/Conveyance103100490",36022
"http://dbpedia.org/class/yago/Message106598915",35659
"http://dbpedia.org/class/yago/Music107020895",35635
"http://linkedgeodata.org/ontology/WastewaterPlant",35587
"http://dbpedia.org/class/yago/Stream109448361",35183
"http://dbpedia.org/ontology/University",35157
"http://dbpedia.org/class/yago/River109411430",34646
"http://dbpedia.org/class/yago/LanguageUnit106284225",34635
"http://dbpedia.org/class/yago/Club108227214",34593
"http://dbpedia.org/class/yago/Terminal104412901",34153
"http://dbpedia.org/class/yago/Vehicle104524313",33811
"http://linkedgeodata.org/ontology/Surveillance",33688
"http://linkedgeodata.org/ontology/College",33613
"http://dbpedia.org/class/yago/Action100037396",33353
"http://dbpedia.org/class/yago/RailwayStation104049098",33179
"http://linkedgeodata.org/ontology/Fence",33095
"http://dbpedia.org/class/yago/Executive110069645",32933
"http://dbpedia.org/class/yago/Defender109614684",32917
"http://dbpedia.org/class/yago/Preserver110466918",32917
"http://dbpedia.org/class/yago/Aristocrat109807754",32453
"http://linkedgeodata.org/ontology/Farm",32328
"http://linkedgeodata.org/ontology/PetroleumWell",32288
"http://linkedgeodata.org/ontology/Butcher",31953
"http://dbpedia.org/ontology/NCAATeamSeason",31739
"http://dbpedia.org/class/yago/Invertebrate101905661",31058
"http://dbpedia.org/class/yago/HeadOfState110164747",30999
"http://dbpedia.org/class/yago/Actress109767700",30982
"http://dbpedia.org/class/yago/Migrant110314952",30968
"http://linkedgeodata.org/ontology/HistoricThing",30683
"http://dbpedia.org/ontology/Device",30655
"http://dbpedia.org/class/yago/Way104564698",30547
"http://dbpedia.org/ontology/City",30545
"http://dbpedia.org/ontology/Cricketer",30474
"http://dbpedia.org/class/yago/Composer109947232",30413
"http://dbpedia.org/ontology/WinterSportPlayer",30348
"http://dbpedia.org/class/yago/Emigrant110051975",30256
"http://dbpedia.org/class/yago/NaturalElevation109366317",30155
"http://linkedgeodata.org/ontology/CommunityCentre",30078
"http://linkedgeodata.org/ontology/BusStation",30055
"http://linkedgeodata.org/ontology/SportThing",30018
"http://dbpedia.org/ontology/SoccerManager",29983
"http://dbpedia.org/class/yago/Chordate101466257",29844
"http://linkedgeodata.org/ontology/FloristShop",29839
"http://linkedgeodata.org/ontology/Marketplace",29797
"http://dbpedia.org/class/yago/Vertebrate101471682",29774
"http://dbpedia.org/class/yago/Change100191142",29671
"http://dbpedia.org/class/yago/Enterprise108056231",29658
"http://linkedgeodata.org/ontology/Dentist",29655
"http://linkedgeodata.org/ontology/Doityourself",29459
"http://id.nlm.nih.gov/mesh/vocab#TopicalDescriptor",29404
"http://dbpedia.org/ontology/MilitaryUnit",29206
"http://dbpedia.org/class/yago/Housing103546340",29174
"http://dbpedia.org/class/yago/Substance100019613",29165
"http://dbpedia.org/class/yago/Book106410904",29152
"http://dbpedia.org/class/yago/Exile110071332",29104
"http://dbpedia.org/class/yago/Absentee109757653",29104
"http://dbpedia.org/class/yago/Expert109617867",29099
"http://dbpedia.org/class/yago/BasketballPlayer109842047",29094
"http://dbpedia.org/ontology/Stream",29006
"http://www.wikidata.org/entity/Q47521",29006
"http://dbpedia.org/ontology/Broadcaster",28679
"http://www.wikidata.org/entity/Q15265344",28679
"http://linkedgeodata.org/ontology/WasteDisposal",28508
"http://dbpedia.org/class/yago/Dwelling103259505",28464
"http://dbpedia.org/ontology/SportsClub",28463
"http://www.wikidata.org/entity/Q4022",28441
"http://schema.org/RiverBodyOfWater",28441
"http://linkedgeodata.org/ontology/EmergencyThing",28421
"http://dbpedia.org/class/yago/House103544360",28356
"http://dbpedia.org/class/yago/Lawyer110249950",28131
"http://dbpedia.org/class/yago/Business108061042",28070
"http://dbpedia.org/class/yago/Plant100017222",27983
"http://dbpedia.org/class/yago/SpiritualLeader109505153",27928
"http://linkedgeodata.org/ontology/Leisure",27877
"http://dbpedia.org/ontology/Road",27630
"http://dbpedia.org/class/yago/Journalist110224578",27576
"http://dbpedia.org/class/yago/Director110014939",27473
"http://dbpedia.org/class/yago/Clergyman109927451",27178
"http://www.wikidata.org/entity/Q34442",27154
"http://www.wikidata.org/entity/Q628099",27081
"http://dbpedia.org/ontology/SportsManager",27081
"http://dbpedia.org/class/yago/Road104096066",27052
"http://dbpedia.org/ontology/BaseballPlayer",26997
"http://dbpedia.org/class/yago/Signal106791372",26977
"http://www.wikidata.org/entity/Q10871364",26815
"http://dbpedia.org/class/yago/Arthropod101767661",26708
"http://dbpedia.org/ontology/AmericanFootballPlayer",26695
"http://linkedgeodata.org/ontology/BuildingRetail",26597
"http://www.wikidata.org/entity/Q14128148",26458
"http://dbpedia.org/ontology/GridironFootballPlayer",26458
"http://dbpedia.org/class/yago/SecondarySchool108284481",26421
"http://dbpedia.org/class/yago/WikicatEnglish-languageFilms",26133
"http://dbpedia.org/class/yago/HockeyPlayer110179291",26095
"http://dbpedia.org/class/yago/BroadcastingStation102903405",26093
"http://dbpedia.org/ontology/AutomobileEngine",26033
"http://dbpedia.org/class/yago/Painter110391653",25960
"http://dbpedia.org/class/yago/CommissionedOfficer109942970",25926
"http://www.wikidata.org/entity/Q476028",25880
"http://dbpedia.org/class/yago/PlaceOfWorship103953416",25557
"http://dbpedia.org/ontology/RadioStation",25430
"http://dbpedia.org/ontology/Mountain",25410
"http://dbpedia.org/class/yago/Colleague109935990",25217
"http://www.wikidata.org/entity/Q8502",24989
"http://schema.org/Mountain",24989
"http://dbpedia.org/class/yago/Material114580897",24936
"http://dbpedia.org/class/yago/Ballplayer109835506",24778
"http://schema.org/CollegeOrUniversity",24721
"http://dbpedia.org/ontology/VideoGame",24714
"http://www.wikidata.org/entity/Q7889",24452
"http://dbpedia.org/class/yago/Property105849040",24443
"http://dbpedia.org/class/yago/Feature105849789",24431
"http://www.wikidata.org/entity/Q3918",24361
"http://dbpedia.org/class/yago/Mountain109359803",24232
"http://dbpedia.org/class/yago/Academician109759069",24194
"http://www.wikidata.org/entity/Q1092563",24121
"http://dbpedia.org/ontology/PeriodicalLiterature",24121
"http://dbpedia.org/class/yago/Representation105926676",24099
"http://dbpedia.org/class/yago/Priest110470779",24095
"http://dbpedia.org/class/yago/Occupation100582388",23992
"http://www.wikidata.org/entity/Q176799",23871
"http://dbpedia.org/class/yago/WikicatEthnicGermanPeople",23852
"http://dbpedia.org/ontology/MilitaryConflict",23835
"http://linkedgeodata.org/ontology/ProtectedArea",23713
"http://dbpedia.org/class/yago/MaleAristocrat110285135",23535
"http://dbpedia.org/ontology/Sound",23478
"http://dbpedia.org/class/yago/Image105928118",23353
"http://dbpedia.org/ontology/Election",23250
"http://dbpedia.org/class/yago/Trainer110722575",23208
"http://dbpedia.org/ontology/Cleric",23149
"http://linkedgeodata.org/ontology/Mast",23140
"http://www.wikidata.org/entity/Q40231",23130
"http://dbpedia.org/class/yago/Game100456199",23106
"http://dbpedia.org/ontology/RugbyPlayer",23070
"http://dbpedia.org/class/yago/Minister110320863",23032
"http://www.wikidata.org/entity/Q500834",22962
"http://dbpedia.org/ontology/Tournament",22962
"http://dbpedia.org/class/yago/Insect102159955",22905
"http://www.wikidata.org/entity/Q13415036",22880
"http://linkedgeodata.org/ontology/BicycleShop",22821
"http://linkedgeodata.org/ontology/Chimney",22774
"http://linkedgeodata.org/ontology/River",22686
"http://dbpedia.org/class/yago/Ability105616246",22520
"http://dbpedia.org/class/yago/Coach109931640",22443
"http://dbpedia.org/class/yago/ChangeOfState100199130",22380
"http://linkedgeodata.org/ontology/BuildingSchool",22314
"http://dbpedia.org/class/yago/Poet110444194",22250
"http://dbpedia.org/class/yago/Container103094503",22159
"http://dbpedia.org/class/yago/Team108208560",22134
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#ChemicalObject",22007
"http://dbpedia.org/ontology/ChemicalSubstance",22007
"http://dbpedia.org/class/yago/CommissionedMilitaryOfficer109943239",21952
"http://linkedgeodata.org/ontology/Taxi",21902
"http://dbpedia.org/class/yago/Producer110480018",21837
"http://dbpedia.org/class/yago/FilmMaker110088390",21837
"http://linkedgeodata.org/ontology/Furniture",21823
"http://dbpedia.org/ontology/FootballLeagueSeason",21808
"http://dbpedia.org/class/yago/Gathering107975026",21784
"http://schema.org/RadioStation",21732
"http://linkedgeodata.org/ontology/Theatre",21694
"http://dbpedia.org/class/yago/State100024720",21691
"http://dbpedia.org/class/yago/MusicalComposition107037465",21657
"http://dbpedia.org/class/yago/LiteraryComposition106364329",21616
"http://linkedgeodata.org/ontology/Shoes",21485
"http://linkedgeodata.org/ontology/AlcoholShop",21435
"http://dbpedia.org/ontology/RecordLabel",21365
"http://dbpedia.org/class/yago/MilitaryUnit108198398",21103
"http://dbpedia.org/class/yago/Career100583246",21036
"http://linkedgeodata.org/ontology/BooksShop",20958
"http://linkedgeodata.org/ontology/BookShop",20958
"http://schema.org/City",20826
"http://www.wikidata.org/entity/Q515",20826
"http://dbpedia.org/class/yago/Song107048000",20819
"http://dbpedia.org/class/yago/Chemical114806838",20811
"http://dbpedia.org/class/yago/Symbol106806469",20718
"http://dbpedia.org/class/yago/Vote100182213",20562
"http://linkedgeodata.org/ontology/Clinic",20546
"http://dbpedia.org/class/yago/Legislator110253995",20545
"http://dbpedia.org/class/yago/Lawgiver110249270",20545
"http://dbpedia.org/class/yago/University108286569",20526
"http://dbpedia.org/class/yago/Ruler110541229",20423
"http://dbpedia.org/ontology/Biomolecule",20372
"http://www.wikidata.org/entity/Q206229",20372
"http://dbpedia.org/class/yago/Unfortunate109630641",20343
"http://linkedgeodata.org/ontology/Electronics",20206
"http://dbpedia.org/class/yago/Disputant109615465",20146
"http://dbpedia.org/class/yago/Compound114818238",19983
"http://linkedgeodata.org/ontology/ParkingEntrance",19979
"http://dbpedia.org/class/yago/RadioStation104044119",19941
"http://dbpedia.org/ontology/Royalty",19803
"http://dbpedia.org/class/yago/Beginning100235435",19802
"http://dbpedia.org/class/yago/Reformer110515194",19755
"http://dbpedia.org/class/yago/Introduction100238022",19713
"http://dbpedia.org/ontology/Engine",19657
"http://dbpedia.org/class/yago/Election100181781",19650
"http://dbpedia.org/class/yago/Cricketer109977326",19520
"http://dbpedia.org/class/yago/Statement106722453",19428
"http://dbpedia.org/class/yago/Fiction106367107",19339
"http://dbpedia.org/class/yago/Happening107283608",19067
"http://dbpedia.org/class/yago/WikicatWriters",19067
"http://dbpedia.org/ontology/FictionalCharacter",19061
